ID apteki;Nazwa;Status;Numer zezwolenia;Data wydania zezwolenia;Data cofni_cia zezwolenia;Data wygaszenia zezwolenia;Data uprawomocnienia zezwolenia;Data uprawomocnienia cofni_cia/wygaszenia zezwolenia;Data nadania rygoru natychmiastowej wykonalno_ci dla cofni_cia zezwolenia;Sygnatura sprawy dla cofniecia/wygaszenia zezwolenia;Wojew—dztwo;Powiat;Gmina;Rodzaj ulicy;Ulica;Numer Budynku;Numer Lokalu;Miejscowo__;Kod pocztowy;Poczta;Simc;Terc;Ulic
1088572;PRZY BAZARKU JOANNA KUCI_SKA;aktywna;WIF.Z-35/2003;2003-05-20;;;2003-06-04;;;;MAZOWIECKIE;piaseczy_ski;Piaseczno (miasto w gminie miejsko-wiejskiej);ul.;Jana Paw_a II;24;;Piaseczno;05-500;Piaseczno;921438;1418044;7123
1012228;Przy Banku;aktywna;FALD-246/A/98;1998-05-29;;;1998-06-12;;;;_—dzkie;zgierski;Zgierz;ul.;1 Maja;28A;;Zgierz;95-100;;;;
1071897;PRZY ALMEDZIE;aktywna;_LWIF.KA-4100-181/2010;2010-11-26;;;2010-11-26;;;;_l_skie;zawiercia_ski;Zawiercie;;PADEREWSKIEGO;25;;ZAWIERCIE;42-400;;945491;2416021;15529
1030060;Przy Alei;aktywna;198/2003;2003-07-23;;;2003-07-23;;;;pomorskie;Gdynia;;ul.;Biskupa Dominika;8 do 14;;Gdynia;81-402;;;;
1027956;Przy Akademii;aktywna;WIIF-GD/9211/A-364/99;1999-12-30;;;1999-12-30;;;;POMORSKIE;Gda_sk;Gda_sk (gmina miejska);ul.;Marii Sk_odowskiej-Curie;3;1;Gda_sk;80-210;;933016;2261011;20068
1140215;Przeworska;aktywna;FARZ.DA.8520.1486.2011;2011-10-24;;;2011-10-24;;;;podkarpackie;przeworski;Przeworsk;pl.;Plac Mickiewicza;5;;Przeworsk;37-200;;;;
1170158;Przedsi_biorstwo Uzdrowisko Ciechocinek Sp—_ka Akcyjna ;aktywna;WIFBY-KK.8540.9.2013;2013-05-17;;;2013-06-03;;;;KUJAWSKO-POMORSKIE;aleksandrowski;Ciechocinek (gmina miejska);ul.;Tadeusza Ko_ciuszki;18;;Ciechocinek;87-720;;985616;401021;9582
1147325;"Przedsi_biorstwo SPSZOZ ""ZDROJE"" - Szpital przy ul. _w. Wojciecha";aktywna;FASZ/EP/8281/1/2006;2006-05-04;;;;;;;ZACHODNIOPOMORSKIE;Szczecin;Szczecin (gmina miejska);ul.;_w. Wojciecha;7;;Szczecin;70-410;Szczecin;977976;3262011;24581
1193270;Przedsi_biorstwo NZOZ Centrum Kardiologii Inwazyjnej i Angiologii w Sieradzu;aktywna;F_-SI.8540.2.2012;2012-08-16;;;2012-08-31;;;;_îDZKIE;sieradzki;Sieradz (gmina miejska);;kraj;7;;Sieradz;98-200;;976050;1014011;
1184963;"Przedsi_biorstwo ""SZPITAL""";aktywna;DNAiH.8540.5.2015;2015-04-01;;;2015-04-15;;;;_L_SKIE;Katowice;Katowice (gmina miejska);ul.;Janusza Korczaka;27;;Katowice;40-340;;937474;2469011;9329
1170427;PRYZMAT - Mikrochirurgia Okulistyczna;aktywna;_lWIF.KA.8544.68.2012;2013-02-04;;;;;;;_L_SKIE;Gliwice;Gliwice (gmina miejska);ul.;Tadeusza Ko_ciuszki;22;;Gliwice;;;940000;2466011;9582
1056984;Prywatny Szpital Weiss Klinik;aktywna;_lWIF.KA.8540.17.2011;2011-12-14;;;;;;;_l_skie;Chorz—w;Chorz—w;;Wiejska;4;;Chorz—w;41-503;;938887;2463011;24048
1164892;Prywatne Centrum Okulistyczne Blit-Vision;aktywna;WIFG.8540.1.4.2013.ACH;2013-04-26;;;2013-04-26;;;;lubuskie;_arski;_ary - miasto;ul.;Partyzant—w;4;;_ary;68-200;;;;
1170434;"Prywatne Centrum Medyczne ""MEDYK-CENTRUM"" Jan Bi_czyk Szpital";aktywna;DNAiH.8540.51.2013;2014-01-24;;;;;;;_L_SKIE;Cz_stochowa;Cz_stochowa (gmina miejska);al.;Aleja Wolno_ci;34;;Cz_stochowa;;;930868;2464011;33791
1121772;Prywatne Centrum Diagnostyczno-Lecznicze KOMED;aktywna;DNAiH.8540.56.2013;2013-12-05;;;2013-12-19;;;;_l_skie;Cz_stochowa;Cz_stochowa;ul.;Jana III Sobieskiego;54;;Cz_stochowa;42-200;;930868;2464011;20431
1115234;Prywatne Centrum Diagnostyczno- Operacyjne Ginekologii i Po_—znictwa oraz Chor—b Sutka;aktywna;FAKR-I.8540.28.2013;2013-05-10;;;2013-05-10;;;;ma_opolskie;Krak—w;Krak—w;ul.;Zagaje;67;;Krak—w;30-437;;950960;1261049;25341
1110423;Prywatna Specjalistyczna Przychodnia Lekarska Nowak & Nowak -Sp. z o.o.;aktywna;WIFBY-KK.8540.14.2012;2012-11-21;;;2012-12-10;;;;kujawsko-pomorskie;Toru_;Toru_;ul.;Dekerta;1;-;Toru_;87-100;;982724;463011;3730
1136267;Prywatna Przychodnia Lekarska Stefan Skrocki - Zesp—_ Chirurgii Jednego Dnia;aktywna;WIF-WR-I.8540.29.2013;2013-05-20;;;2013-05-20;;;;dolno_l_skie;Wroc_aw;Wroc_aw;ul.;Grunwaldzka;69;;Wroc_aw;50-366;;986952;264069;6260
1165391;"Prywatna Poliklinika ""Na Grobli"" Lecznictwo Szpitalne";aktywna;WIF.WR-I.8540.40.2013;2013-07-04;;;2013-07-04;;;;dolno_l_skie;Wroc_aw;Wroc_aw;pl.;Ludwika Hirszfelda;1;;Wroc_aw;53-413;;;;
1097862;PRYWATNA OLGA WOJTY_O-PARYS;aktywna;WIF.WA.4100/46/08;2008-06-18;;;2008-07-09;;;;MAZOWIECKIE;w_growski;Stoczek (gmina wiejska);ul.;3 Maja;1A;;Stoczek;07-104;Stoczek;691151;1433082;11937
1114669;PRYWATNA AVENA 6;aktywna;WIF.WA.II.8520.4.30.2013.DB;2013-04-10;;;2013-04-26;;;;MAZOWIECKIE;P_ock;P_ock (gmina miejska);ul.;Patriot—w;4;;P_ock;09-409;P_ock;968687;1462011;15810
1117051;PRYWATNA AVENA 5;aktywna;WIF.WA.II.8520.4.103.2012.DB;2012-12-28;;;2013-01-17;;;;MAZOWIECKIE;P_ock;P_ock (gmina miejska);ul.;Henryka Sienkiewicza;67;7 i 8;P_ock;09-400;P_ock;968687;1462011;19834
1107199;"Prywatna Apteka ""Arnika""";aktywna;FAA.3090/A/91;1991-04-24;;;1991-05-08;;;;opolskie;brzeski;Grodk—w;ul.;Rynek;13-14;;Grodk—w;49-200;;965401;1601034;19252
1195732;PRYWATNA A&R AGNIESZKA I RADOS_AW SALIJ Sp. J.;aktywna;WIF.WA.II.8520.4.106.2015.DB;2015-10-09;;;2015-10-24;;;;MAZOWIECKIE;przysuski;Przysucha (miasto w gminie miejsko-wiejskiej);ul.;Grodzka;10;;Przysucha;26-400;Przysucha;973777;1423064;6163
1201222;PRYWATNA A&R AGNIESZKA I RADOS_AW SALIJ Sp. J.;aktywna;WIF.WA.II.8520.2.9.2016.DB;2016-01-21;;;2016-02-05;;;;MAZOWIECKIE;przysuski;Przysucha (miasto w gminie miejsko-wiejskiej);ul.;Warszawska;25;;Przysucha;26-400;Przysucha;973777;1423064;23682
1199620;"PRYWATNA ""VITA""";aktywna;WIF.WA.II.8520.4.149.2015.DB;2015-12-14;;;2015-12-29;;;;MAZOWIECKIE;sochaczewski;Sochaczew (gmina miejska);ul.;15 Sierpnia;119;;Sochaczew;96-500;Sochaczew;977120;1428011;19874
1179292;"PRYWATNA ""AVENA 7""";aktywna;WIF.WA.II.8520.4.113.2014.DB;2014-10-16;;;2014-11-01;;;;MAZOWIECKIE;P_ock;P_ock (gmina miejska);ul.;Ma_a;18;;P_ock;09-400;P_ock;968687;1462011;12098
1053437;PRYWATNA;aktywna;FAA-244/A/89;1989-11-29;;;1989-12-29;;;;WIELKOPOLSKIE;kaliski;Opat—wek (gmina wiejska);ul.;Ko_cielna;2;;Opat—wek;62-860;OPATîWEK;205386;3007082;9546
1118844;PRYWATNA;aktywna;WIF.WA.4100/91/10;2010-09-30;;;2010-10-15;;;;MAZOWIECKIE;szyd_owiecki;Szyd_owiec (miasto w gminie miejsko-wiejskiej);ul.;Stanis_awa Staszica;17;;Szyd_owiec;26-500;Szyd_owiec;973895;1430054;21071
1140192;Prywatna;aktywna;FARP.9211/10 /A/97;1997-08-12;;;1997-08-12;;;;podkarpackie;przeworski;Przeworsk;ul.;Lwowska;6;;Przeworsk;37-200;;972513;1814011;11467
1149456;PRYWATNA;aktywna;FAA.4930/A/92;1992-06-10;;;1992-06-10;;;;lubuskie;Gorz—w Wielkopolski;Gorz—w Wielkopolski;ul.;Che_mo_skiego;6;;Gorz—w Wielkopolski;66-400;;935140;861011;2706
1044056;PRYMULKA;aktywna;WIF.PO.A-8240.1P/06/2005;2005-06-13;;;2005-06-29;;;;wielkopolskie;_redzki;;ul.;LE_NA;8;;CHOCICZA;63-041;;;;
1110339;Prudnickiego Centrum Medycznego S.A. w Prudniku Niepublicznego  Zak_adu Opieki Zdrowotnej;aktywna;OWIF.8540.1.2.2012;2012-02-17;;;2012-03-02;;;;opolskie;prudnicki;Prudnik;ul.;Szpitalna;14;;Prudnik;48-200;;965878;1610044;22073
1090860;PROPOLIS;aktywna;WIF.Z-18/2001;2001-02-26;;;2001-03-17;;;;MAZOWIECKIE;Ostro__ka;Ostro__ka (gmina miejska);ul.;Miko_aja Kopernika;20;;Ostro__ka;07-410;Ostro__ka;966079;1461011;9282
1120016;PROPOLIS;aktywna;21/2013;2013-03-19;;;2013-04-03;;;;wielkopolskie;koni_ski;Rzg—w;ul.;KONI_SKA;19E;;RZGîW;62-586;;294119;3010082;9163
1174559;PROPOLIS;aktywna;11;1997-08-22;;;;;;;ZACHODNIOPOMORSKIE;my_liborski;D_bno (miasto w gminie miejsko-wiejskiej);ul.;Tadeusza Ko_ciuszki;17;;D_bno;74-400;D_bno;935305;3210034;9582
1207413;Promyk S_o_ca;aktywna;WIF-WR-I.8520.1.36.2016;2016-07-14;;;2016-07-14;;;;DOLNO_L_SKIE;Wroc_aw;Wroc_aw-Krzyki (delegatura);ul.;Swobodna;8A;;Wroc_aw;50-088;Wroc_aw;986544;264039;21625
1004804;PROMYK;aktywna;WIF-KI/Z/PA/3/2009;2009-12-21;;;2010-01-04;;;;_wi_tokrzyskie;j_drzejowski;Nag_owice;;;75;;Deszno;28-362;;;;
1016372;PROMYK;aktywna;FAWM-A._.-923-1/126/2003;2003-02-20;;;2003-02-20;;;;warmi_sko-mazurskie;braniewski;Wilcz_ta;;;95;;WILCZ_TA;14-405;;;;
1135577;Promyk;aktywna;WIF-WR-I.8530.1.1.2013;2013-02-13;;;2013-02-13;;;;dolno_l_skie;z_otoryjski;_wierzawa;ul.;Jeleniog—rska;43;;Nowy Ko_ci—_;59-540;;192726;226045;7459
1118073;PROMOCYJNA CENY HURTOWE;aktywna;WIF.WA.II.8520.4.78.2013.DB;2013-08-05;;;2013-08-20;;;;MAZOWIECKIE;pruszkowski;Pruszk—w (gmina miejska);ul.;Nieca_a;2;;Pruszk—w;05-800;Pruszk—w;921510;1421021;14116
1181343;PROMOCYJNA;aktywna;WIFOL.8520.59.2014;2014-12-02;;;2014-12-03;;;;WARMI_SKO-MAZURSKIE;szczycie_ski;Szczytno (gmina miejska);ul.;Boles_awa Chrobrego;10;;Szczytno;12-100;Szczytno;964991;2817011;1742
1045941;PROMIENNA;aktywna;WIF.PO.A-82400/15/10;2010-04-19;;;2010-04-19;;;;wielkopolskie;pozna_ski;Pozna_;ul.;M.PALACZA;96;;POZNA_;60-274;;;;
1105024;Promienna;aktywna;WIF.W.8240/29/39/02;2002-04-09;;;2002-06-28;;;;kujawsko-pomorskie;W_oc_awek;W_oc_awek;ul.;Promienna;7;;W_oc_awek;87-800;;984752;464011;17534
1009970;Promienista;aktywna;FALD-81/A/94;1994-06-24;;;1994-07-08;;;;_—dzkie;_—d_;;ul.;Organizacji WiN;68;;_—d_;91-811;;;;
1136103;PROMEDNOVA;aktywna;WIF-WR-I.8520.1.61.2012;2012-11-22;;;2012-11-22;;;;dolno_l_skie;Jelenia G—ra;Jelenia G—ra;ul.;R—_yckiego;6;;Jelenia G—ra;58-506;;935802;261011;19021
1192257;PROMED;aktywna;74/2015;2015-08-13;;;;;;;WIELKOPOLSKIE;gosty_ski;Gosty_ (miasto w gminie miejsko-wiejskiej);ul.;Przy Dworcu;4A;;Gosty_;63-800;Gosty_;954395;3004024;17813
1144332;Prolek;aktywna;FARZ.DA.420/1284/09;2010-01-06;;;2010-01-06;;;;podkarpackie;mielecki;Mielec;ul.;Piaskowa;2;;Mielec;39-300;;974618;1811011;16033
1124130;PROFILAKTYKA W GALERII;aktywna;16/013;2013-02-28;;;2013-03-14;;;;wielkopolskie;_remski;_rem;ul.;1 MAJA;21;4 i 8;_REM;63-100;_REM;;;
1047165;PROFILAKTYKA V;aktywna;WIF.PO.A-8240.0A/44/2007;2007-04-27;;;2007-04-27;;;;wielkopolskie;_remski;_rem;ul.;CHOPINA;1C;;_REM;63-100;;971560;3026044;2849
1051151;PROFILAKTYKA;aktywna;WIIF.PO.A-8240.1/61A/2002;2002-09-02;;;2002-09-16;;;;wielkopolskie;_remski;_rem;ul.;REYMONTA;2A;;_REM;63-100;;971560;3026044;18648
1052153;PRO-VITA;aktywna;WIF.PO.A-8240.A/20B/2001;2001-03-23;;;2001-04-06;;;;wielkopolskie;pleszewski;Pleszew;ul.;POZNA_SKA;58;;PLESZEW;63-300;;937280;3020064;17394
1059963;PRO-VITA;aktywna;FAKA-9211-0739/99;1999-12-09;;;1999-12-09;;;;_l_skie;bielski;Czechowice-Dziedzice;;KOLEJOWA;9;;CZECHOWICE-DZIEDZICE;43-502;;939094;2402044;8828
1124957;Pro-Pharma Sp. z o.o.;aktywna;OWIF.8520.1.25.2013;2013-12-31;;;2014-01-14;;;;opolskie;strzelecki;Strzelce Opolskie;ul.;Stanis_awa Moniuszki;16;;Strzelce Opolskie;47-100;;;;
1071374;PRO-PHARMA;aktywna;_LWIF.KA-4100-144/07;2007-09-10;;;2007-09-10;;;;_l_skie;Zabrze;Zabrze;;CIO_KOWSKIEGO;33;;ZABRZE;41-818;;945380;2478011;3089
1120710;PRO-MEDICA;aktywna;F_-977/PA/2013;2013-09-18;;;2013-10-03;;;;_îDZKIE;rawski;Sadkowice (gmina wiejska);;;14;;Sadkowice;96-206;;737373;1013062;
1181013;PRO-MEDICA;aktywna;F_-902/PA/2012;2012-09-12;;;2012-09-27;;;;_îDZKIE;opoczy_ski;Drzewica (obszar wiejski w gminie miejsko-wiejskiej);;;1;;Jelnia;26-340;;618190;1007025;
1145624;Pro-Me;aktywna;FARZ.DA.420/1295/09;2009-12-02;;;2009-12-02;;;;podkarpackie;ropczycko-s_dziszowski;Ropczyce;ul.;Kazimierza Wielkiego;6A;;Ropczyce;39-100;;974825;1815034;8266
1147018;Pro-Familia;aktywna;FARZ.DA.8520.1599.2012;2012-08-14;;;2012-08-29;;;;podkarpackie;rzeszowski;Rzesz—w;ul.;Witolda;6B;;Rzesz—w;35-301;;;;
1117700;Pro Vitae;aktywna;FAKR-I.8520.1.128.2011;2011-12-20;;;2011-12-20;;;;ma_opolskie;nowos_decki;Che_miec;;;10;;Chomranice;33-394;;;;
1055739;PRO VITA;aktywna;FAPO-I-9211-16A/97;1997-06-02;;;1997-06-18;;;;WIELKOPOLSKIE;gnie_nie_ski;Gniezno (gmina miejska);ul.;Franklina Roosevelta;76;;Gniezno;62-200;GNIEZNO;970632;3003011;18855
1132072;PRO VITA;aktywna;WIF-WR-I.8520.1.7.2011;2011-02-21;;;2011-02-21;;;;dolno_l_skie;luba_ski;_wierad—w-Zdr—j;ul.;Zdrojowa;13a;;_wierad—w Zdr—j;59-850;;;;
1200373;Pro Pharma;aktywna;DNA.8520.1.263.2015;2015-12-30;;;2016-12-15;;;;_L_SKIE;zawiercia_ski;_azy (miasto w gminie miejsko-wiejskiej);ul.;Kolejowa;5a;;_azy;42-450;;941197;2416054;8828
1020360;PRO NOBIS;aktywna;PWIF-A/84/04;2004-11-24;;;2004-11-24;;;;PODLASKIE;zambrowski;Zambr—w (gmina miejska);ul.;Kazimierza Pu_askiego;2B;;Zambr—w;18-300;Zambr—w;957637;2014011;18099
1128046;PRO HOMINE;aktywna;WIIF.WR.I-9211/38/Konc./317/00;2000-05-19;;;2000-05-19;;;;dolno_l_skie;Wroc_aw;Wroc_aw;ul.;Karola Olszewskiego;23;;Wroc_aw;51-642;;;;
1058635;PRIMUS;aktywna;_LWIF.KA-4100-57/08;2008-05-07;;;2008-05-07;;;;_l_skie;b_dzi_ski;Siewierz;;SZKOLNA;12;;BRUDZOWICE;42-470;;221327;2401075;21970
1009547;Primula;aktywna;GIF-FAA-887/368/95/2000;2000-12-28;;;2001-01-11;;;;_îDZKIE;_—d_;_—d_-Polesie (delegatura);ul.;kpt. Stefana Pogonowskiego;36;;_—d_;90-746;;958269;1061049;16901
1013350;Primula;aktywna;FALD-384/A/99;1999-12-31;;;2000-01-14;;;;_—dzkie;paj_cza_ski;Dzia_oszyn;ul.;Us_ugowa;1C;;Dzia_oszyn;98-355;;703026;1009014;23426
1024273;PRIMULA;aktywna;WIF-A/24/99;1999-06-22;;;1999-06-22;;;;PODLASKIE;Bia_ystok;Bia_ystok (gmina miejska);ul.;Nowosielska;50;;Bia_ystok;15-617;Bia_ystok;922410;2061011;14469
1131353;PRIMULA;aktywna;FAJG-9211/K/32/97;1997-01-08;;;1997-01-08;;;;dolno_l_skie;lw—wecki;Gryf—w _l_ski;ul.;Rynek;3;;Gryf—w _l_ski;59-860;;936003;212014;19252
1177825;PRIMULA;aktywna;F_-1016/A/2014;2014-03-07;;;2014-03-24;;;;_îDZKIE;tomaszowski;Tomasz—w Mazowiecki (gmina miejska);ul.;Fabryczna;36;;Tomasz—w Mazowiecki;97-200;;968300;1016011;4863
1019098;PRIMO VERE;aktywna;PWIF-A/9/04;2004-03-23;;;2004-03-23;;;;PODLASKIE;_om_a;_om_a (gmina miejska);ul.;gen. W_adys_awa Sikorskiego;126D;;_om_a;18-400;_om_a;957241;2062011;19907
1175683;PRIMAVERA;aktywna;39/2014;2014-05-13;;;2014-05-27;;;;WIELKOPOLSKIE;Pozna_;Pozna_-Stare Miasto (delegatura);ul.;Garbary;51;;Pozna_;61-869;POZNA_;970224;3064059;5321
1017573;Prima mgr farm. Tomasz Buszmak;aktywna;F_-VII-8240-295/A/04;2004-03-19;;;2004-04-02;;;;_—dzkie;_—d_;;ul.;My_liwska;9;;_—d_;93-519;;;;
1172062;PRIMA ;aktywna;702;2014-03-13;;;2014-03-13;;;;ZACHODNIOPOMORSKIE;ko_obrzeski;Ko_obrzeg (gmina miejska);pl.;Ratuszowy;5a;2;Ko_obrzeg;78-100;Ko_obrzeg ;950026;3208011;18490
1018363;Prima;aktywna;F_-VII-8240-365/A/05;2005-03-10;;;2005-03-24;;;;_—dzkie;Piotrk—w Trybunalski;Piotrk—w Trybunalski;ul.;Leonarda;13/17;;Piotrk—w Trybunalski;97-300;;967430;1062011;10830
1019268;Prima;aktywna;F_-VII-4010-471/A/06;2006-05-18;;;2006-06-01;;;;_—dzkie;radomszcza_ski;Radomsko;ul.;Leszka Czarnego;6;;Radomsko;97-500;;968078;1012011;10885
1024951;Prima;aktywna;F_-VII-4010-790/A/10;2010-12-24;;;2011-01-07;;;;_—dzkie;podd_bicki;Podd_bice;ul.;Przejazd;13;;Podd_bice;99-200;;976400;1011034;17696
1029343;PRIMA;aktywna;WIIF-GF/8240-Z-30/2001;2001-04-18;;;2001-04-18;;;;pomorskie;Gda_sk;Gda_sk;ul.;Piecewska;26;;Gda_sk;80-288;;933016;2261011;16076
1030938;PRIMA;aktywna;367/2006;2006-05-24;;;2006-05-24;;;;pomorskie;S_upsk;S_upsk;ul.;S_owackiego;4;;S_upsk;76-200;;977278;2263011;20291
1045297;PRIMA;aktywna;104/2011;2011-12-19;;;2011-12-19;;;;wielkopolskie;Pozna_;Pozna_;ul.;GALILEUSZA;8;13;POZNA_;60-159;;969416;3064029;5283
1046688;PRIMA;aktywna;71/2008;2008-10-20;;;2008-10-20;;;;wielkopolskie;gnie_nie_ski;Gniezno;ul.;BEDNARSKI RYNEK;1;;GNIEZNO;62-200;;;;
1047258;PRIMA;aktywna;WIF.PO.A-8240.0A/14/07;2007-01-31;;;2007-01-31;;;;wielkopolskie;Pozna_;Pozna_-Je_yce (delegatura);ul.;Augustyna Szamarzewskiego;44;3A;Pozna_;60-522;Pozna_;969586;3064039;21744
1049269;PRIMA;aktywna;60/2008;2008-09-16;;;2008-09-30;;;;wielkopolskie;Konin;Konin;ul.;POZNA_SKA;81;;KONIN;62-510;;948667;3062011;17394
1049275;PRIMA;aktywna;82/2010;2010-11-24;;;2010-12-08;;;;wielkopolskie;kolski;Ko_o;ul.;BLIZNA;26;;KO_O;62-600;;949052;3009011;1417
1049288;PRIMA;aktywna;81/2010;2010-11-10;;;2010-11-24;;;;wielkopolskie;Konin;Konin;ul.;SOSNOWA;9;;KONIN;62-510;;948667;3062011;20598
1049291;PRIMA;aktywna;101/2007;2007-10-05;;;2007-10-19;;;;wielkopolskie;s_upecki;Strza_kowo;ul.;GENERA_A SIKORSKIEGO;16;;STRZA_KOWO;62-420;;;;
1049368;PRIMA;aktywna;13/2004;2004-03-12;;;2004-03-26;;;;wielkopolskie;Konin;Konin;ul.;11 LISTOPADA;6;;KONIN;62-510;;;;
1049376;PRIMA;aktywna;WIIF.PO.A-8240.1/83A/2002;2002-11-15;;;2002-11-29;;;;wielkopolskie;koni_ski;Kleczew;ul.;50-LECIA KWB;14;;KLECZEW;62-540;;;;
1049384;PRIMA;aktywna;15/2006;2006-02-10;;;2006-02-24;;;;wielkopolskie;Konin;Konin;pl.;ZAMKOWY;14;;KONIN;62-500;;948667;3062011;25554
1049392;PRIMA;aktywna;57/2008;2008-09-10;;;2008-09-24;;;;wielkopolskie;turecki;Turek;ul.;KOLSKA SZOSA;3;5;TUREK;62-700;;949336;3027011;8983
1049489;PRIMA;aktywna;22/2003;2003-06-03;;;2003-06-17;;;;wielkopolskie;koni_ski;Stare Miasto;ul.;OLCHOWA;3;;STARE MIASTO;62-571;;296160;3010112;14945
1049509;PRIMA;aktywna;FAKN-14/A/95;1995-03-29;;;1995-04-12;;;;wielkopolskie;kolski;Ko_o;ul.;NIEZ_OMNYCH;10;;KO_O;62-600;;949052;3009011;14250
1051536;PRIMA;aktywna;WIIF.PO.A-8240.1/22B/2001;2001-04-11;;;2001-04-25;;;;WIELKOPOLSKIE;Pozna_;Pozna_-Nowe Miasto (delegatura);os.;Czecha;73;;Pozna_;61-289;POZNA_;969770;3064049;3331
1052784;PRIMA;aktywna;45/2007;2007-03-28;;;2007-04-11;;;;wielkopolskie;jaroci_ski;Jarocin;ul.;POWSTA_CîW WIELKOPOLSKICH;40;;JAROCIN;63-202;;936776;3006024;17377
1052962;PRIMA;aktywna;FAA-1085/A/90;1990-06-15;;;1990-07-15;;;;wielkopolskie;Kalisz;Kalisz;ul.;KANONICKA;6;;KALISZ;62-800;;936569;3061011;7948
1053248;PRIMA;aktywna;FAKL-I-9211-81/B/98;1998-07-24;;;1998-08-07;;;;wielkopolskie;krotoszy_ski;Rozdra_ew;ul.;KROTOSZY_SKA;9B;;ROZDRA_EW;63-708;ROZDRA_EW;207899;3012052;9969
1053358;PRIMA;aktywna;FAKL-I-9211-23/A/96;1996-03-22;;;1996-04-05;;;;wielkopolskie;Kalisz;Kalisz;ul.;LEGIONîW;30-32;;KALISZ;62-800;;936569;3061011;10769
1055381;PRIMA;aktywna;FAPO-I-9211-50B/2000;2000-10-23;;;2000-11-07;;;;wielkopolskie;wrzesi_ski;Wrze_nia (miasto w gminie miejsko-wiejskiej);ul.;Boles_awa Chrobrego;10;;Wrze_nia;62-300;WRZE_NIA;971637;3030054;1742
1100142;Prima;aktywna;FABY/9211-44/27/155/95;1995-11-13;;;1995-11-27;;;;kujawsko-pomorskie;Bydgoszcz;Bydgoszcz;ul.;Krzysztofa Kamila Baczy_skiego;17;;Bydgoszcz;85-822;;;;
1101236;Prima;aktywna;WIF.BY.4010-325/1/Z-49/05;2005-12-19;;;2006-01-02;;;;kujawsko-pomorskie;Bydgoszcz;Bydgoszcz (gmina miejska);ul.;Wojska Polskiego;23;;Bydgoszcz;85-825;;928363;461011;24628
1112217;Prima;aktywna;WIFBY-KK.8520.1.7.2013;2013-03-22;;;2013-04-05;;;;kujawsko-pomorskie;Bydgoszcz;Bydgoszcz;ul.;Powsta_c—w Wielkopolskich;26;;Bydgoszcz;85-090;;928363;461011;17373
1119667;Prima;aktywna;WIFBY-KK.8520.1.36.2013;2013-10-01;;;2013-10-01;;;;kujawsko-pomorskie;Bydgoszcz;Bydgoszcz;ul.;Ugory;2;7;Bydgoszcz;85-132;;928363;461011;23306
1120146;PRIMA;aktywna;33/2012;2012-06-22;;;2012-07-06;;;;wielkopolskie;Konin;Konin;ul.;Szpitalna;12;;KONIN;62-500;;948667;3062011;22073
1121192;PRIMA;aktywna;OWIF.8520.1.22.2012;2012-12-18;;;2012-12-18;;;;opolskie;brzeski (opolskie);Brzeg;ul.;Powsta_c—w _l_skich;12b;;Brzeg;49-300;;;;
1121591;PRIMA;aktywna;74/2012;2012-12-28;;;2013-01-11;;;;wielkopolskie;turecki;Turek - miasto;ul.;__KOWA;3;;TUREK;62-700;;;;
1122011;PRIMA;aktywna;OWIF.8520.1.15.2013;2013-09-25;;;2013-10-09;;;;opolskie;nyski;Nysa;ul.;J—zefa Bema;2 A;;Nysa;48-300;;;;
1123402;PRIMA;aktywna;79/2013;2013-11-28;;;2013-12-12;;;;wielkopolskie;wrzesi_ski;Wrze_nia;ul.;"ARMII ""POZNA_""";6;;WRZE_NIA;62-300;;971637;3030054;424
1124491;PRIMA;aktywna;18/2013;2013-03-18;;;2013-04-01;;;;WIELKOPOLSKIE;gnie_nie_ski;Gniezno (gmina miejska);ul.;ks. Prym. Macieja  _ubie_skiego;1;;Gniezno;62-200;GNIEZNO;970632;3003011;34062
1133129;PRIMA;aktywna;WIF-WR-I.8520.1.17.2011;2011-04-01;;;2011-04-01;;;;dolno_l_skie;lubi_ski;Lubin;ul.;Le_na;13A;;Lubin;59-300;;954142;211011;10898
1134467;PRIMA;aktywna;WIIF.WR-I-4000/52/zezw./73/10;2010-10-29;;;2010-10-29;;;;dolno_l_skie;_widnicki;_wiebodzice;ul.;Strzegomska;13A;;_wiebodzice;58-160;;984663;219021;21359
1135887;PRIMA;aktywna;WIF-WR-I.8520.1.68.2012;2012-12-10;;;2012-12-10;;;;dolno_l_skie;lubi_ski;_cinawa;ul.;Szeroka;6;;_cinawa;59-330;;954202;211044;21925
1136976;PRIMA;aktywna;WIF-WR-I.8520.1.52.2013;2013-09-03;;;2013-09-03;;;;dolno_l_skie;lubi_ski;Lubin;ul.;Jana Paw_a II;82;;Lubin;59-300;;954142;211011;7123
1150063;PRIMA;aktywna;FAA.5137/A/92;1992-07-21;;;1992-07-21;;;;lubuskie;Zielona G—ra;Zielona G—ra;ul.;Kraljevska;7F;;Zielona G—ra;65-001;;988313;862011;28167
1150461;PRIMA;aktywna;WIFG.8520.1.11.2011.HP;2011-11-29;;;2011-11-29;;;;lubuskie;_aga_ski;_aga_;ul.;Szprotawska;43B;;_aga_;68-100;;988661;810021;22076
1171337;PRIMA;aktywna;WIF-WR-I.8520.1.5.2014;2014-04-28;;;2014-04-28;;;;DOLNO_L_SKIE;g_ogowski;G_og—w (gmina miejska);ul.;Perseusza;1;;G_og—w;67-200;G_og—w;954082;203011;15956
